valor;descricao;dataPublicacao;tipoPublicacao;items
R$ 260.000;Apartamento à venda com 2 dormitórios em Barro vermelho, Natal cod:821590;16/01 às 08:53;Profissional;"['""2 quartos', '59m²', 'Condomínio: R$ 420', '1 vaga"">2 quartos', '59m²', 'Condomínio: R$ 420', '1 vaga']"
R$ 142.000;Apartamento Jardim Botânico 3 dorm à venda, 81 m² por R$ 142.000 - Neópolis - Natal/RN;16/01 às 08:43;Profissional;"['""3 quartos', '81m²', 'Condomínio: R$ 150', '1 vaga"">3 quartos', '81m²', 'Condomínio: R$ 150', '1 vaga']"
R$ 175.000;beira mar de oportunidades.;16/01 às 08:15;Profissional;"['""3 quartos', '145m²', '1 vaga"">3 quartos', '145m²', '1 vaga']"
R$ 1.000.000;Apartamento à venda com 4 dormitórios em Capim macio, Natal cod:ROYALPALMS;16/01 às 08:11;Profissional;"['""4 quartos', '141m²', 'Condomínio: R$ 619', '2 vagas"">4 quartos', '141m²', 'Condomínio: R$ 619', '2 vagas']"
R$ 690.000;Apartamento com 3 suítes no Tirol, Natal|RN ? Residencial Agua Marinha;16/01 às 08:09;Profissional;"['""3 quartos', '205m²', 'Condomínio: R$ 1.350', '2 vagas"">3 quartos', '205m²', 'Condomínio: R$ 1.350', '2 vagas']"
R$ 375.000;Venda!! Terra Brasilis -Condomínio Brasil Império. 3quartos 1 suíte em Lagoa Nova;16/01 às 07:53;Profissional;"['""3 quartos', '98m²', 'Condomínio: R$ 720', '2 vagas"">3 quartos', '98m²', 'Condomínio: R$ 720', '2 vagas']"
R$ 70.000;Repasso Apto Praia do forte;16/01 às 03:22;16/01 às 03:22<!-- --> ;"['""2 quartos', '55m²', 'Condomínio: R$ 220', '1 vaga"">2 quartos', '55m²', 'Condomínio: R$ 220', '1 vaga']"
R$ 140.000;Apartamento à venda com 2 dormitórios em Rocas, Natal cod:11280;16/01 às 01:24;Profissional;"['""2 quartos', '44m²', 'Condomínio: R$ 260', '1 vaga"">2 quartos', '44m²', 'Condomínio: R$ 260', '1 vaga']"
R$ 510.000;Apartamento à venda com 3 dormitórios em Lagoa seca, Natal cod:822226;16/01 às 00:49;Profissional;"['""3 quartos', '102m²', 'Condomínio: R$ 700', '2 vagas"">3 quartos', '102m²', 'Condomínio: R$ 700', '2 vagas']"
R$ 188.000;Apartamento à venda com 2 dormitórios em Zona norte, Natal cod:818065;15/01 às 23:48;Profissional;"['""2 quartos', '53m²', 'Condomínio: R$ 220', '2 vagas"">2 quartos', '53m²', 'Condomínio: R$ 220', '2 vagas']"
R$ 600.000;Apartamento à venda com 3 dormitórios em Lagoa nova, Natal cod:822247;15/01 às 23:39;Profissional;"['""3 quartos', 'Condomínio: R$ 690"">3 quartos', 'Condomínio: R$ 690']"
R$ 329.000;Apartamento à venda com 2 dormitórios em Ponta negra, Natal cod:8971;15/01 às 23:31;Profissional;"['""2 quartos', '97m²', 'Condomínio: R$ 330', '1 vaga"">2 quartos', '97m²', 'Condomínio: R$ 330', '1 vaga']"
R$ 179.000;Apartamento à venda com 1 dormitórios em Ponta negra, Natal cod:822297;15/01 às 23:31;Profissional;"['""1 quarto', '36m²', 'Condomínio: R$ 750', '1 vaga"">1 quarto', '36m²', 'Condomínio: R$ 750', '1 vaga']"
R$ 849.000;Apartamento à venda com 4 dormitórios em Ponta negra, Natal cod:7792;15/01 às 23:29;Profissional;"['""4 quartos', '282m²', 'Condomínio: R$ 1.450', '4 vagas"">4 quartos', '282m²', 'Condomínio: R$ 1.450', '4 vagas']"
R$ 125.000;Apartamento Condomínio Rosa Dos Ventos;15/01 às 23:08;Profissional;"['""2 quartos', '65m²', '1 vaga"">2 quartos', '65m²', '1 vaga']"
R$ 566.155;Apartamento com três dormitórios no Bairro de Petrópolis, Natal-RN;15/01 às 23:00;Profissional;"['""3 quartos', '98m²', 'Condomínio: R$ 450', '2 vagas"">3 quartos', '98m²', 'Condomínio: R$ 450', '2 vagas']"
R$ 180.000;Flat à venda Lagoa Nova, próximo à UFRN, 1 dormitório - FL0015;15/01 às 22:52;Profissional;"['""1 quarto', '25m²"">1 quarto', '25m²']"
R$ 360.000;Apartamento para Venda em Natal, Capim Macio, 2 dormitórios, 1 suíte, 1 banheiro, 1 vaga;15/01 às 22:51;Profissional;"['""2 quartos', '75m²', '1 vaga"">2 quartos', '75m²', '1 vaga']"
R$ 180.000;Pertinho do Midway, 2/4, essa é sua Oportunidade;15/01 às 22:49;Profissional;"['""2 quartos', '50m²', 'Condomínio: R$ 200', '1 vaga"">2 quartos', '50m²', 'Condomínio: R$ 200', '1 vaga']"
R$ 190.000;Residencial Las Leñas!!;15/01 às 22:39;Profissional;"['""2 quartos', '60m²', 'Condomínio: R$ 390', '1 vaga"">2 quartos', '60m²', 'Condomínio: R$ 390', '1 vaga']"
R$ 220.000;Apartamento à venda com 3 dormitórios em Candelária, Natal cod:822171;15/01 às 22:10;Profissional;"['""3 quartos', '75m²', 'Condomínio: R$ 440', '2 vagas"">3 quartos', '75m²', 'Condomínio: R$ 440', '2 vagas']"
R$ 410.000;Vendo Porto Arena - 6 andar - pronto para financiar;15/01 às 21:58;Profissional;"['""3 quartos', '96m²', 'Condomínio: R$ 549', '2 vagas"">3 quartos', '96m²', 'Condomínio: R$ 549', '2 vagas']"
R$ 490.000;Um apartamento para quem gosta de espaço e localização em Petrópolis;15/01 às 21:44;Profissional;"['""3 quartos', '125m²', 'Condomínio: R$ 800', '1 vaga"">3 quartos', '125m²', 'Condomínio: R$ 800', '1 vaga']"
R$ 95.000;Apartamento com 2 dormitórios à venda, 52 m² por R$ 95.000 - Planalto - Natal/RN;15/01 às 21:38;Profissional;"['""2 quartos', '52m²', 'Condomínio: R$ 222', '1 vaga"">2 quartos', '52m²', 'Condomínio: R$ 222', '1 vaga']"
R$ 429.000;Apartamento à venda com 2 dormitórios em Ponta negra, Natal cod:822310;15/01 às 21:32;Profissional;"['""2 quartos', '65m²', 'Condomínio: R$ 700', '1 vaga"">2 quartos', '65m²', 'Condomínio: R$ 700', '1 vaga']"
R$ 600.000;Apartamento à venda com 2 dormitórios em Tirol, Natal cod:822294;15/01 às 21:21;Profissional;"['""2 quartos', '98m²', 'Condomínio: R$ 445', '2 vagas"">2 quartos', '98m²', 'Condomínio: R$ 445', '2 vagas']"
R$ 350.000;Apartamento à venda com 3 dormitórios em Nova descoberta, Natal cod:821870;15/01 às 21:21;Profissional;"['""3 quartos', 'Condomínio: R$ 570', '2 vagas"">3 quartos', 'Condomínio: R$ 570', '2 vagas']"
R$ 289.004;Apartamento Pronto em Lagoa Nova - 3/4 Suíte - Residencial Alvorada;15/01 às 21:15;Profissional;"['""2 quartos', '65m²"">2 quartos', '65m²']"
R$ 135.006;Apartamento em Capim Macio - Serra do Cabugi 2 - 3/4 Suíte - 70m²;15/01 às 21:15;Profissional;"['""3 quartos', '70m²"">3 quartos', '70m²']"
R$ 340.000;Apartamento com 3 quartos em Petrópolis - AP0179;15/01 às 21:13;Profissional;"['""3 quartos', '140m²', 'Condomínio: R$ 1.330', '1 vaga"">3 quartos', '140m²', 'Condomínio: R$ 1.330', '1 vaga']"
R$ 125.000;Condomínio Rosa Dos Ventos;15/01 às 20:48;Profissional;"['""2 quartos', '65m²', '1 vaga"">2 quartos', '65m²', '1 vaga']"
R$ 189.000;"Ponta Negra Quality Apartamento, Sistema ""Pool"" - 40M2 - 18 andar - R$189 Mil Reais";15/01 às 20:44;Profissional;"['""1 quarto', '40m²', '1 vaga"">1 quarto', '40m²', '1 vaga']"
R$ 265.000;Apartamento com 2 dormitórios à venda, 57 m² por R$ 265.000,00 - Lagoa Nova - Natal/RN;15/01 às 20:37;Profissional;"['""2 quartos', '57m²', 'Condomínio: R$ 422', '2 vagas"">2 quartos', '57m²', 'Condomínio: R$ 422', '2 vagas']"
R$ 990.000;Linda casa em Capim Macio;15/01 às 20:16;Profissional;"['""3 quartos', '3 vagas"">3 quartos', '3 vagas']"
R$ 550.000;Apartamento em Condomínio Terramaris a venda com 3 quartos Natal-RN;15/01 às 19:56;Profissional;"['""3 quartos', '101m²', '2 vagas"">3 quartos', '101m²', '2 vagas']"
R$ 195.000;Apartamento à venda com 2 dormitórios em Cidade da esperança, Natal cod:822205;15/01 às 19:12;Profissional;"['""2 quartos', 'Condomínio: R$ 432', '1 vaga"">2 quartos', 'Condomínio: R$ 432', '1 vaga']"
R$ 220.000;Condomínio Villagio Di Roma, Lagoa Nova - Apartamento 2 quartos, com 68m², Venda;15/01 às 19:10;Profissional;"['""2 quartos', '68m²', '1 vaga"">2 quartos', '68m²', '1 vaga']"
R$ 722.467;Apartamento à venda com 3 dormitórios em Lagoa nova, Natal cod:810059;15/01 às 19:02;Profissional;"['""3 quartos', '114m²', '2 vagas"">3 quartos', '114m²', '2 vagas']"
R$ 140.000;Apartamento à venda com 2 dormitórios em Neópolis, Natal cod:820962;15/01 às 19:02;Profissional;"['""2 quartos', '69m²', 'Condomínio: R$ 200', '1 vaga"">2 quartos', '69m²', 'Condomínio: R$ 200', '1 vaga']"
R$ 1.299.000;Apartamento à venda com 4 dormitórios em Ponta negra, Natal cod:CO0018;15/01 às 18:59;Profissional;"['""4 quartos', '250m²', 'Condomínio: R$ 1.200', '1 vaga"">4 quartos', '250m²', 'Condomínio: R$ 1.200', '1 vaga']"
R$ 1.950.000;Apartamentos de 4 suítes em Areia Preta|Natal RN - Residencial Pavarotti;15/01 às 18:55;Profissional;"['""4 quartos', '236m²', '4 vagas"">4 quartos', '236m²', '4 vagas']"
R$ 390.000;Apartamento à venda em Lagoa Nova (Natal/RN);15/01 às 18:55;Profissional;"['""3 quartos', '100m²"">3 quartos', '100m²']"
R$ 105.000;Apartamento com 2 dormitórios à venda, 59 m² por R$ 105.000,00 - Neópolis - Natal/RN;15/01 às 18:55;Profissional;"['""2 quartos', '59m²', '1 vaga"">2 quartos', '59m²', '1 vaga']"
R$ 150.000;Apartamento à venda com 3 dormitórios em Candelária, Natal cod:11053;15/01 às 18:38;Profissional;"['""3 quartos', '83m²', 'Condomínio: R$ 300', '1 vaga"">3 quartos', '83m²', 'Condomínio: R$ 300', '1 vaga']"
R$ 615.000;Apartamento no Tirol;15/01 às 18:38;Profissional;"['""3 quartos', '88m²', '2 vagas"">3 quartos', '88m²', '2 vagas']"
R$ 95.000;Apartamento Próximo a Av. Bernardo Vieira e Coronel Estevam;15/01 às 18:38;Profissional;"['""2 quartos', '51m²', '1 vaga"">2 quartos', '51m²', '1 vaga']"
R$ 495.000;Apartamento residencial à venda, Candelária, Natal - AP0401.;15/01 às 18:20;Profissional;"['""3 quartos', '123m²', 'Condomínio: R$ 550', '2 vagas"">3 quartos', '123m²', 'Condomínio: R$ 550', '2 vagas']"
R$ 900.830;Cobertura com 2 dormitórios à venda, 113 m² por R$ 900.830,00 - Ponta Negra - Natal/RN;15/01 às 18:12;Profissional;"['""2 quartos', '113m²', '1 vaga"">2 quartos', '113m²', '1 vaga']"
R$ 480.000;Apartamento em Tirol;15/01 às 18:11;Profissional;"['""2 quartos', '90m²', 'Condomínio: R$ 500', '1 vaga"">2 quartos', '90m²', 'Condomínio: R$ 500', '1 vaga']"
R$ 550.000;Apartamento com 3 quartos na Candelária - Natal;15/01 às 18:11;Profissional;"['""3 quartos', '100m²', 'Condomínio: R$ 600', '3 vagas"">3 quartos', '100m²', 'Condomínio: R$ 600', '3 vagas']"
R$ 760.010;Apartamento com 3 suítes;15/01 às 17:58;Profissional;"['""3 quartos', '130m²', '3 vagas"">3 quartos', '130m²', '3 vagas']"
R$ 3.000.000;Condomínio Aldebaran - VIP - Areia Preta;15/01 às 17:20;Profissional;"['""5 ou mais quarto', '424m²', '5 ou mais vaga"">5 ou mais quarto', '424m²', '5 ou mais vaga']"
R$ 179.000;Residencial Sun Golden - Apto 2 quartos a Venda - Andar Alto - Lazer Completo - Sombra;15/01 às 17:18;Profissional;"['""2 quartos', '56m²', 'Condomínio: R$ 220', '1 vaga"">2 quartos', '56m²', 'Condomínio: R$ 220', '1 vaga']"
R$ 320.000;Apartamento com 3 dormitórios, 142 m² - venda por R 320.000,00 - Barro Vermelho - Natal/RN;15/01 às 17:04;Profissional;"['""3 quartos', '142m²', 'Condomínio: R$ 750', '2 vagas"">3 quartos', '142m²', 'Condomínio: R$ 750', '2 vagas']"
R$ 163.000;Apto com móveis projetados | Térreo | no Cond. Torre do Mar II em Capim Macio;15/01 às 16:22;Profissional;"['""3 quartos', '68m²', 'Condomínio: R$ 270', '1 vaga"">3 quartos', '68m²', 'Condomínio: R$ 270', '1 vaga']"
R$ 1.500.000;Apartamento em Lagoa Nova - 5 Suítes com Varanda - 347m² - Crystal Green;15/01 às 16:20;Profissional;"['""5 ou mais quarto', '347m²"">5 ou mais quarto', '347m²']"
R$ 690.000;"Condomínio Dorian Grey; 4 suítes; 256m²; 3 vagas; em Candelária";15/01 às 15:54;Profissional;"['""4 quartos', '256m²', 'Condomínio: R$ 1.100', '3 vagas"">4 quartos', '256m²', 'Condomínio: R$ 1.100', '3 vagas']"
R$ 179.000;Apartamento Barro Vermelho - Edificio Mykonos;15/01 às 15:42;Profissional;"['""3 quartos', '70m²', '2 vagas"">3 quartos', '70m²', '2 vagas']"
R$ 1.150.000;Vendo apartamento fantastico, ampli, com 287m em Tirol com 4 suites e 4 vagas livres;15/01 às 15:41;Profissional;"['""5 ou mais quarto', '287m²', 'Condomínio: R$ 1.800', '4 vagas"">5 ou mais quarto', '287m²', 'Condomínio: R$ 1.800', '4 vagas']"
R$ 230.000;Apartamento com 2 dormitórios à venda, 57 m² por R$ 240.000 - Petrópolis - Natal/RN;15/01 às 15:37;Profissional;"['""2 quartos', '57m²', '1 vaga"">2 quartos', '57m²', '1 vaga']"
R$ 1.150.000;Majestic Apartamento 200m2 alto padrão Tirol;15/01 às 15:35;15/01 às 15:35<!-- --> ;"['""3 quartos', '200m²"">3 quartos', '200m²']"
R$ 3.400.000;Cobertura de alto padrão em Areia Preta;15/01 às 15:31;Profissional;"['""5 ou mais quarto', '442m²', 'Condomínio: R$ 2.552', '5 ou mais vaga"">5 ou mais quarto', '442m²', 'Condomínio: R$ 2.552', '5 ou mais vaga']"
R$ 690.000;Apartamento com 3 suítes em Capim Macio;15/01 às 15:31;Profissional;"['""3 quartos', '141m²', 'Condomínio: R$ 701', '2 vagas"">3 quartos', '141m²', 'Condomínio: R$ 701', '2 vagas']"
R$ 169.000;Apartamento em Capim Macio 3/4;15/01 às 15:22;Profissional;"['""3 quartos', '80m²', 'Condomínio: R$ 440', '1 vaga"">3 quartos', '80m²', 'Condomínio: R$ 440', '1 vaga']"
R$ 105.000;Apartamento Pronto no Planalto - 2/4 suíte - 55m² - Planalto Gardens;15/01 às 15:17;Profissional;"['""2 quartos', '55m²"">2 quartos', '55m²']"
R$ 800.000;Residencial Villa Lobos em Lagoa Nova;15/01 às 14:58;Profissional;"['""3 quartos', '138m²', 'Condomínio: R$ 630', '2 vagas"">3 quartos', '138m²', 'Condomínio: R$ 630', '2 vagas']"
R$ 448.000;Lindo apartamento em Tirol;15/01 às 14:52;Profissional;"['""3 quartos', '170m²', 'Condomínio: R$ 1.000', '3 vagas"">3 quartos', '170m²', 'Condomínio: R$ 1.000', '3 vagas']"
R$ 359.000;Green Towers em Candelária;15/01 às 14:51;Profissional;"['""3 quartos', '102m²', 'Condomínio: R$ 530', '2 vagas"">3 quartos', '102m²', 'Condomínio: R$ 530', '2 vagas']"
R$ 280.000;Apartamento em Candelária;15/01 às 14:51;Profissional;"['""3 quartos', '92m²', 'Condomínio: R$ 1.150', '2 vagas"">3 quartos', '92m²', 'Condomínio: R$ 1.150', '2 vagas']"
R$ 650.000;Residencial Green Mount em Tirol;15/01 às 14:51;Profissional;"['""3 quartos', '117m²', 'Condomínio: R$ 725', '3 vagas"">3 quartos', '117m²', 'Condomínio: R$ 725', '3 vagas']"
R$ 1.450.000;Belíssimo Solar Alta Vista;15/01 às 14:50;Profissional;"['""3 quartos', '198m²', '4 vagas"">3 quartos', '198m²', '4 vagas']"
R$ 1.513;Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo;15/01 às 14:47;Profissional;"['""3 quartos', '70m²"">3 quartos', '70m²']"
R$ 210.000;Residencial Natal Brisa ;15/01 às 14:46;Profissional;"['""2 quartos', '57m²', 'Condomínio: R$ 300', '1 vaga"">2 quartos', '57m²', 'Condomínio: R$ 300', '1 vaga']"
R$ 549.000;Residencial Dão Silveira;15/01 às 14:46;Profissional;"['""3 quartos', '98m²', '2 vagas"">3 quartos', '98m²', '2 vagas']"
R$ 2.300.000;Apartamento à venda com 4 dormitórios em Tirol, Natal cod:805151;15/01 às 14:44;Profissional;"['""4 quartos', '281m²', '4 vagas"">4 quartos', '281m²', '4 vagas']"
R$ 370.000;Apartamento à venda com 3 dormitórios em Tirol, Natal cod:10961;15/01 às 14:17;Profissional;"['""3 quartos', '176m²', 'Condomínio: R$ 1.000', '2 vagas"">3 quartos', '176m²', 'Condomínio: R$ 1.000', '2 vagas']"
R$ 285.000;Apartamento à venda com 3 dormitórios em Capim macio, Natal cod:1542;15/01 às 13:58;Profissional;"['""3 quartos', '136m²', 'Condomínio: R$ 550', '1 vaga"">3 quartos', '136m²', 'Condomínio: R$ 550', '1 vaga']"
R$ 465.000;Sant charbel Oportunidade de 550mil por 465mil ;15/01 às 13:56;Profissional;"['""4 quartos', '109m²', 'Condomínio: R$ 580', '2 vagas"">4 quartos', '109m²', 'Condomínio: R$ 580', '2 vagas']"
R$ 1.250.000;Residencial Solar Alta Vista;15/01 às 13:54;Profissional;"['""3 quartos', '156m²', 'Condomínio: R$ 1.000', '4 vagas"">3 quartos', '156m²', 'Condomínio: R$ 1.000', '4 vagas']"
R$ 429.000;Venda Apartamento Mobiliado com Vista Mar Cod. AP 0748;15/01 às 13:54;Profissional;"['""2 quartos', '65m²', '1 vaga"">2 quartos', '65m²', '1 vaga']"
R$ 750.000;Residencial Abbott Galvão!;15/01 às 13:50;Profissional;"['""4 quartos', '191m²', 'Condomínio: R$ 1.598', '2 vagas"">4 quartos', '191m²', 'Condomínio: R$ 1.598', '2 vagas']"
R$ 500.000;Apartamento à venda com 3 quartos em Capim Macio;15/01 às 13:49;Profissional;"['""3 quartos', '104m²', '2 vagas"">3 quartos', '104m²', '2 vagas']"
R$ 155.000;Ponta Negra Flat;15/01 às 13:49;Profissional;"['""1 quarto', '25m²', '1 vaga"">1 quarto', '25m²', '1 vaga']"
R$ 218.000;Vendo Apartamento 2/4 um suíte ,condomínio Ecogarden em Ponta Negra;15/01 às 13:45;15/01 às 13:45<!-- --> ;"['""57m²', '1 vaga"">57m²', '1 vaga']"
R$ 260.000;Condomínio Vivace Candelária ;15/01 às 13:33;Profissional;"['""2 quartos', '56m²', 'Condomínio: R$ 600', '1 vaga"">2 quartos', '56m²', 'Condomínio: R$ 600', '1 vaga']"
R$ 270.000;Apartamento de 2 quartos em Capim Macio - Paradise Village ;15/01 às 13:33;Profissional;"['""2 quartos', '55m²', 'Condomínio: R$ 312', '2 vagas"">2 quartos', '55m²', 'Condomínio: R$ 312', '2 vagas']"
R$ 230.000;Apartamento mobiliado com 2 dormitório à venda - 80m² - Ponta Negra - Natal/RN;15/01 às 13:05;Profissional;"['""1 quarto', '80m²', 'Condomínio: R$ 440', '1 vaga"">1 quarto', '80m²', 'Condomínio: R$ 440', '1 vaga']"
R$ 544.000;Belíssimo flat em Ponta Negra com 2 quartos;15/01 às 13:00;Profissional;"['""2 quartos', '55m²"">2 quartos', '55m²']"
R$ 500.000;Apto com Vista para o Mar em Capim Macio;15/01 às 12:26;Profissional;"['""3 quartos', '92m²', '2 vagas"">3 quartos', '92m²', '2 vagas']"
R$ 459.000;Apartamento em Lagoa Nova;15/01 às 12:26;Profissional;"['""3 quartos', '74m²', '2 vagas"">3 quartos', '74m²', '2 vagas']"
R$ 115.030;Apartamento no Planalto 2/4 - 43m²/64m² - Jardim Privativo - Documentação Grátis;15/01 às 12:19;Profissional;"['""2 quartos', '44m²"">2 quartos', '44m²']"
R$ 139.900;Apartamento no Planalto em Construção - 2 e 3/4 - Parque do Planalto;15/01 às 12:19;Profissional;"['""2 quartos', '48m²"">2 quartos', '48m²']"
R$ 1.200.000;Alto padrão em Petrópolis;15/01 às 12:16;Profissional;"['""4 quartos', '214m²', 'Condomínio: R$ 1.500', '3 vagas"">4 quartos', '214m²', 'Condomínio: R$ 1.500', '3 vagas']"
R$ 290.935;Apartamento com 2 dormitórios à venda, 54 m² - Nossa Senhora de Nazaré - Natal/RN - AP0144;15/01 às 11:34;Profissional;"['""2 quartos', '54m²', 'Condomínio: R$ 280', '1 vaga"">2 quartos', '54m²', 'Condomínio: R$ 280', '1 vaga']"
R$ 600.000;Apartamento à venda com 3 dormitórios em Lagoa nova, Natal cod:821805;15/01 às 10:08;Profissional;"['""3 quartos', '127m²', 'Condomínio: R$ 800', '3 vagas"">3 quartos', '127m²', 'Condomínio: R$ 800', '3 vagas']"
R$ 265.000;Residencial Áurea Guedes em Ponta Negra-RN / apartamentos de 2 quartos em Ponta Negra;15/01 às 09:51;Profissional;"['""2 quartos', '52m²', '1 vaga"">2 quartos', '52m²', '1 vaga']"
R$ 248.000;Apartamento de 2 quartos em Ponta Negra - Spazzio Privillege Ponta Negra;15/01 às 09:50;Profissional;"['""2 quartos', '60m²', 'Condomínio: R$ 0', '1 vaga"">2 quartos', '60m²', 'Condomínio: R$ 0', '1 vaga']"
R$ 290.000;Excelente Oportunidade  - Duna Barcane mobíliado com 2 vagas de garagem ;15/01 às 09:48;Profissional;"['""2 quartos', '56m²', '2 vagas"">2 quartos', '56m²', '2 vagas']"
R$ 550.000;Apartamento a Venda no Residencial Gênesis - Lagoa Nova - 4 suítes - Lazer Completo- Arena;15/01 às 09:47;Profissional;"['""4 quartos', '220m²', 'Condomínio: R$ 1.200', '2 vagas"">4 quartos', '220m²', 'Condomínio: R$ 1.200', '2 vagas']"
R$ 897.000;Lançamento em Natal-RN - Apartamento com 3 ou 4 quartos (Cód.: lc047);15/01 às 09:47;Profissional;"['""4 quartos', '156m²', '4 vagas"">4 quartos', '156m²', '4 vagas']"
R$ 167.900;Apartamento com 2 quartos - Minha Casa, Minha Vida;15/01 às 09:43;Profissional;"['""2 quartos', '42m²', '1 vaga"">2 quartos', '42m²', '1 vaga']"
R$ 1.000;Apartamento 2 quartos + DCE - Dix.Sept Rosado - Natal;15/01 às 09:37;15/01 às 09:37<!-- --> ;"['""2 quartos', '85m²', '1 vaga"">2 quartos', '85m²', '1 vaga']"
R$ 428.999;AP0421 Apartamento Residencial / Ponta Negra;15/01 às 09:36;Profissional;"['""2 quartos', '65m²', '1 vaga"">2 quartos', '65m²', '1 vaga']"
R$ 123.000;WM IMÓVEIS VENDE APTO C. Macio;15/01 às 09:27;Profissional;"['""2 quartos', '55m²', '2 vagas"">2 quartos', '55m²', '2 vagas']"
R$ 107.000;WM IMÓVEIS VENDE;15/01 às 09:24;Profissional;"['""2 quartos', '52m²', '1 vaga"">2 quartos', '52m²', '1 vaga']"
R$ 194.999;Apartamento no Residencial Vita de 49² - Aceita financiamento;15/01 às 09:23;Profissional;"['""2 quartos', '49m²', '1 vaga"">2 quartos', '49m²', '1 vaga']"
R$ 344.900;Apartamento 3 quartos sendo 1 suíte no Natture em candelária;15/01 às 09:22;Profissional;"['""3 quartos', '75m²', 'Condomínio: R$ 446', '2 vagas"">3 quartos', '75m²', 'Condomínio: R$ 446', '2 vagas']"
R$ 599.000;Apartamento com 03 quartos sendo 01 suíte no Tirol;15/01 às 09:12;Profissional;"['""3 quartos', '98m²', 'Condomínio: R$ 0', '2 vagas"">3 quartos', '98m²', 'Condomínio: R$ 0', '2 vagas']"
R$ 395.000;Apartamento com 3 dormitórios à venda, 90 m² por R$ 395.000,00 - Neópolis - Natal/RN;15/01 às 09:12;Profissional;"['""3 quartos', '90m²', 'Condomínio: R$ 300', '2 vagas"">3 quartos', '90m²', 'Condomínio: R$ 300', '2 vagas']"
